textID,sentiment
d429a12c9a,-1
5f52d8a404,0
a7c53e5ad1,0
192886d68a,0
953a4256ca,1
e8a29e6fc2,1
840b295204,1
f596468fa2,-1
c802e484ca,0
ffde7f3523,-1
77c2830964,-1
2691c4788f,1
f7797f690e,-1
14adcc6638,0
7075712d75,1
290b3239cb,0
ef4135d3b2,0
738907f5cf,1
0efeea7712,0
e372f65126,-1
a006ba3a9e,0
68291c52bd,1
9e1358c201,-1
d35979e534,-1
a69b93abf7,1
abf2bca2cf,0
68d668ba5c,0
a70b42ea70,0
258161cfed,-1
0c749a789b,0
0a82cc1b04,-1
5ed82bcd28,0
0510b41b20,-1
bfaa00b2d5,0
02e31df8bc,0
82f2011b1f,-1
54e151f770,0
f2f27ff751,1
71a1ab4e75,0
045156d359,-1
12c66e5bd6,1
c55c6e4ca2,0
af547b4fe2,-1
3ee7ec9284,0
6eba89f00f,0
09045af38f,1
7d5d3fba8f,0
d59ad66afd,0
bc91a8792a,-1
515339c60c,-1
53b14581b6,0
7334eae191,0
ebe2c51f25,-1
afa1d71993,0
f1b28a8ff4,0
21d8de348a,-1
ccc9e839ff,1
fc3ba4e2f4,1
437b6a1dad,0
b968134f64,0
63b8e0b10d,0
c927ef5688,0
67c7ea60e7,1
b295681428,0
41f8d8526a,1
83b3194944,0
b6b4a2dc0b,-1
e0a040e869,0
54cc413898,0
51d330efa0,0
ea0c7eba01,-1
c2f87244a7,0
f7d1a18940,0
d5d6f9f333,0
4864b4140b,1
101dfe50be,-1
a2df0356b5,0
cbd4e17817,0
293144381a,-1
ef44d98255,0
a2cae23c14,1
74fac6a000,0
8406eff797,1
51ea9cf555,1
c2e9fb87d1,1
dd7d2aeb08,0
32bb4372f3,0
a091c70518,1
f8feed112e,1
8f042c6680,-1
1fe88356c8,-1
d3547739ab,-1
fd4974c9d9,0
f681673994,0
50663bddce,0
7e3ff5d751,0
e8c188f209,1
6b79fe4cf1,0
9eec86e5e4,1
ecc8f06172,1
14a108741c,1
fcaa26659d,1
01b2df5d26,0
9dcbe49b8c,0
090ce33e5a,1
f1cfd24532,1
6cee1fabb2,-1
4f55b4f1e8,-1
341f7e4679,0
67de9faf36,0
dc366bbca5,1
b4c87c4270,0
129bec0a6c,0
b977536dfe,0
c24a303df8,0
987792cb26,0
06375b4519,1
16c294eb62,0
56a33d7f14,0
dfe3d6843a,1
cbcaedb94a,0
1b12bbd2f4,-1
fffdc4901b,-1
69a7d459aa,0
79e399ecd5,0
8eeb4568dc,1
5f8b0ff766,0
cd3f24ef0d,-1
fb0a0d83f8,-1
a6e4140bf8,1
9a7a0d0a96,1
b8c50468be,-1
85ad8e90ff,0
e89447b599,1
28b16f6645,0
78a56da509,0
60e4b897b2,0
9960e17906,1
d36ddc0e2c,0
94e82576b0,1
147095827b,0
2fa2ad81ea,-1
32a2a230e8,0
7da7e0151a,-1
1f09ff202f,-1
cc537a6861,-1
1e1a812740,-1
5a853f91d9,-1
13acc5bd3e,-1
6224215e76,1
6807f665c1,1
11aa37b79a,1
1c08d7fa2a,0
d2e0aac594,1
d50cc34485,0
b0e8c8fe29,-1
198f640361,0
47dda1598f,0
2b5dfb77cc,1
10b4d6afa7,1
97453e7942,0
f6ca01f51e,1
d97cf56929,0
94b52e1353,0
43148dc106,0
a251e915cd,0
563b51f74f,0
49bbcd6f70,1
18058a3905,0
6b7bef8170,1
6a009fcfb5,0
1a427d2519,0
aa5570bc13,1
d1d39ce1b0,0
42f27b3533,0
45fcd2f49c,0
f76c11b871,1
a8e7d5534e,1
9485b7254a,0
827aab77f0,1
a8e429af0b,0
b81581a2b8,0
a25dafc526,1
ffc22c9e6a,1
b885f6f130,0
90301a215a,1
2e82f744b5,1
b9432a8b57,0
0f884cde06,0
c86a33c572,0
eee228938f,0
8779389714,-1
7cd9265bcb,1
f2a8855666,0
a8f8f99014,0
82c7cbc625,-1
efd78b92bc,1
0439ac45ae,0
ec77489ec0,0
aae7e9f28c,1
57617c4635,1
c5fc8c2144,0
e2d180caee,0
3bfc081945,0
d8a37a6581,-1
7845e97050,1
2cfb8a9949,-1
cf69c89694,1
006e547145,0
333faacb0a,1
503f922c94,0
2fb0cbb901,1
d1f48ee9a7,0
473c0c0597,0
79ca8cda65,0
f755a1a417,-1
f4d598708e,0
ba3faa628a,0
1c9038743d,-1
6ae1037d55,0
e01143024f,0
63f9663b40,-1
7fe0f30dad,0
21ec31b1c8,1
604d00a149,0
233dc2744d,1
8bb5b9362f,-1
caf0f8cbb9,0
b7bd03dcfc,0
debd857cf2,0
fd373ddf1f,0
7dccefa942,0
6a9b1ac9a7,0
910353af86,0
5792e6b024,-1
9b0ab2490d,1
824aef5133,0
f54fe69db7,1
b3ad971990,1
7864970844,-1
93d699ffbf,-1
5d79976753,-1
4cf8c411ce,-1
cca6786fcd,-1
db32946e8c,0
18bfd1601a,1
6cd72017fd,-1
1e7b2a9b0b,0
ea31539c79,1
70dd75b35b,0
44403986e9,0
c53264349a,0
55ef53ac78,0
d32ebb2238,1
2df6b250ac,0
e9beaa94eb,-1
84f92c09db,-1
9570d18799,1
acd998514b,0
952c19c42e,0
e18d5ead82,1
2bfad619a4,0
268bce9ead,0
094c2ab4de,1
26c936a0e6,1
09446fd660,1
cfd5aef697,1
b38e24df20,0
01b736454f,-1
55b294260b,1
4c5f282768,1
309d3fc2ea,0
e8e664fb5d,1
585048b261,0
d393c28870,-1
6143ecbaee,1
0dae6c384e,0
717382f2b1,1
2ab149b34a,0
d73e4bd180,0
51c677eb5f,-1
0a1211599b,-1
c8e59f1f62,1
a3eef7f08f,1
13a54169c6,-1
8693e96730,0
44b83d0a59,0
6c32320670,-1
9847100a2a,-1
7270ac4894,0
a2289a968a,1
315e063fe7,0
e1145bc3fe,1
88246c5656,-1
76177e672b,-1
c79f468d00,1
efa80dd66e,-1
e4fb384145,0
819a8f8199,1
11d6845e0c,0
1788cc1b29,0
5dad65c8da,0
27a527fd27,-1
d0064a1476,-1
54fb8f2924,-1
3edbea0775,1
ee1277bdde,0
e885e2f918,0
bac0a1d4c1,0
c7917d4cce,-1
a514f02889,1
b9a3d21e9f,1
cfc84edb1d,-1
c0fa87c000,0
8d9d48a4e6,0
f9ab4d4c20,0
aa5655e0c7,1
eeba3dd305,1
ed7a7cd39d,-1
c280733d94,-1
5b13358f27,1
d78b36e5da,1
d0ca9c9b8a,-1
2da04ea575,0
6f60791879,0
b30e32f29b,0
40a4ca8f12,0
2eb221681f,0
266100bcfc,0
4dd8838b54,0
467578f678,1
6d7f5f16bb,0
df0d0efe60,-1
c6d8f5fcf1,-1
e1e72b2154,0
748cbce79c,1
b8f79076ca,0
9b7424e8a0,1
a29a4786d4,0
27fd079cf7,0
9480ff0729,1
17314276cd,0
fb9d2e8b69,0
b00cac3f29,0
b19c6e41de,0
f2ca6119c6,-1
295a89aadf,-1
1f70a78245,0
11973bbe6a,-1
04063db918,-1
31b6b2f076,1
83dafb68d0,-1
e792a1609b,0
f9f4083285,0
6b7484677b,-1
8feba625eb,1
15fa89078b,1
f852e5049f,0
e0af2b128e,0
0c80df73f6,1
917eeb334d,-1
63240da419,0
51d62cf5a3,1
ba7dabe252,1
ca003caf89,-1
8a67bb546f,-1
ba2a2c2475,-1
a1c16771ae,0
b64e2d76b7,0
dfcb3bd6f2,0
79af0c837d,0
11c1305222,1
273814b10d,0
22d9d86f36,0
4040857d37,0
42c3d722b4,-1
df49358e37,1
de41d4ee73,-1
7de4048034,0
319259a570,1
ab4c709297,-1
b2eec5deb2,1
51ceb275d6,-1
06b068e83e,1
30f1bc96b0,0
88e1fe3891,1
e404cf6638,-1
2061674757,1
7c14e0baf1,0
2e10ee171c,1
1b5c3e508d,-1
f6b4cd772f,1
d81e6f7d4e,1
224475e2c9,1
5005a101ef,0
e1d7bc65a8,-1
17c0ab25d1,0
ca54b41291,1
08653a0507,-1
e90aa9f814,0
49bd224560,1
b0039aa0bd,1
7676e25546,0
2d851a17e4,0
905f559d60,0
35dc80fbaa,0
be710516b2,1
61589484cb,0
f81aaedae8,0
762734da36,-1
e2d36682b7,0
f0a0727469,-1
391d766029,0
c404ba5019,0
9c85154e1d,0
b8eaadc187,1
66d8bc8c7b,1
5365e33635,1
9844e92669,0
c2c7767d59,0
a0f67e965a,-1
c3fbe70399,0
027182031b,-1
44645f00ae,1
944fe79c6c,0
0498d6a462,0
b012934cb9,-1
d6c8d4820b,1
b750a544a5,0
4454574aaf,0
2eaf50fb0e,0
96e4560082,0
2213d57827,1
dcc93b2032,-1
5508b6f75c,1
bb0cf5d9b1,-1
c708cad4b9,1
e5a5450f48,0
3feae8df02,0
f1d35b5948,-1
116e339fd9,1
883d5e866a,1
f385f33d73,1
8cf9e2fa6a,0
c745a6e74f,0
384ef94e8b,-1
64e53874a4,1
cd314ffb5e,1
2fd6fe1fc7,1
6f5b738f2a,0
36c7298e69,0
c92685f492,1
13fd73b069,1
434607e03c,1
a927229ef0,0
9f50aaa3c2,0
88fb616cba,-1
ea9dee9231,0
36b8cfcb63,-1
4cafbd1ee8,0
cb9a21323e,0
03bac3d9b0,0
956fb82ec0,-1
6372265049,1
7e5d1bd197,1
bf01459571,-1
aaa356d10e,0
a9d3a8903d,-1
bfe1d017a8,0
0329db3294,-1
3c37e7433c,-1
d278038f46,1
defcc53355,0
26057ee9d0,1
4a6a6ae3dd,0
b91e19c798,0
8d09d4653b,0
8962b3d125,1
06831f6e85,0
04640d2709,0
fb4ed911cf,0
4768449d8e,1
2230078af2,-1
4d085d24b3,0
d8e4992bea,0
721515ddbe,0
6c45ca5d7c,1
9caf5fdd88,0
13e588b5f1,-1
e174ebf554,1
9ec3da3cb3,0
a61a388d34,-1
54f2a07fa2,0
ab8a95e33d,0
b2a39d5fb0,-1
502e16fac0,1
e8ddda0099,0
fe34f3d89a,0
0883e18c6e,0
98f95630d8,0
6f766e026c,1
e65d15bcb6,1
ebf251afad,0
2595955dd0,-1
eed879b38b,1
ccf40f9cce,1
326c91c55c,0
b36e7208b4,0
b840aabaa3,1
60ce97c7ff,1
e68bcba02d,-1
fa255f9fdf,1
17836d1953,-1
bb707ef3f1,1
ffa67e0707,0
459fda806c,-1
25d26f6cbc,-1
50b7975adc,-1
ceb6e34297,0
04d29901e8,0
5e1c725d05,0
0042884480,0
29f6bc7512,0
d17b2d20d0,0
dc9c628ffc,1
d65d2b6bd4,0
e71c800049,0
fdad1ec7b7,-1
f08c1507fb,0
701ac00d74,1
fcd8a04769,1
680f4f055a,0
bc8bd31d87,0
d8e53ab0c0,-1
3492384fdc,0
d804265651,-1
faea9df1a0,0
96fe9b5d1a,0
e2ca8084b8,0
86b9b7ee24,1
fdcd6b20df,0
a74bd3caef,0
f3e43f9734,-1
47df96eaa7,0
bbe1c5d502,-1
5865a1c53a,0
cdde996dfa,0
a6463beec4,0
f038eb981e,1
dccdc3e1b5,1
41c8fc436b,0
52fb5986dd,-1
eefff48c29,-1
145f2dea22,0
e1524b460b,0
b90eadb579,0
82f56bf7fa,0
c045f25005,1
856fc1f612,-1
d67b908a5d,-1
9d86765b05,-1
53df7ac264,0
927704f47f,1
5569836ea9,0
3e1bcf49ef,-1
e4875f3759,-1
230094bcc2,1
f4b1ca2dca,-1
4bc93e462b,0
892e5e1b41,0
f96ab760ce,-1
889b9a7263,0
7b68a14a32,0
80b70b4a04,0
960693266a,1
bf8d0a3c72,0
0cb8ea4f74,0
265b7eb003,0
77192978a7,0
13d7f8ae66,1
2bce534647,1
2efd38358c,-1
1e39cae7cc,0
c3d507e72b,0
bd299195dd,0
a456ec5e3a,0
a10d361a09,1
4dcf9ffee9,0
cdd73da3d1,0
2f65b90343,-1
c75078892d,-1
7248338b6b,0
5688c6b83c,0
df6abe0a73,1
45a3a3d920,0
c0a68eb4ca,-1
15d18aba4c,-1
72e84baabe,-1
909deca606,-1
31308a004e,1
63cc668d47,0
fad8265def,1
a4898d0c65,1
502238c7fa,-1
284f5c062f,0
7368483e93,0
468a7c0e56,-1
ca3d7bddef,0
2972fe8574,1
88851aa993,0
c214d53fe1,0
2609109a7e,0
0567f89a13,0
5bcfbf035e,-1
c89a74a123,-1
29a32880c2,0
cd87fbf111,1
6bd7460b40,0
32b22d44c5,1
892901f40f,0
cca9b39787,0
57a54d5f58,-1
1f01e8a5a6,-1
93ed8e0d7b,1
81eaf63419,1
2973f4d567,1
6c4e4017ce,1
e44e9bf197,1
1212472b6e,0
eaffa17f38,0
73f99ecb9c,-1
b7b495354f,0
955ff7a2c1,0
e7442777f1,-1
71025ae7f2,1
bd2ba55f78,-1
bd0127986b,0
7cf3c8b793,0
dc2fdc5a8b,1
62270e2b17,-1
caafff3a2d,-1
249f1b21fd,0
1a537ebeff,-1
c4ce269540,0
016ac6e1f4,0
b9913afcb5,1
91225b3b9a,0
a3a82b51ec,0
9080385d02,0
3c3540c9e6,-1
b9eeb656eb,1
9968151c1e,1
60bb1e5948,1
4b3fabcfa2,-1
ae1423b300,0
7cb380b784,0
4c0749b972,1
1575a4f92a,0
79a28afb11,0
3364f6efbd,0
6525f3a1ff,0
3a08c0ec11,-1
da66044a61,0
086941c593,-1
a0aa2641f5,-1
c7ce9a6b5c,0
54b96dc6d5,-1
cba1725b12,1
9435b34672,1
d5da623d50,0
7e6e1ef44d,0
fd711a07a4,0
bfda237f02,0
a83dd9c585,0
bdc7bc94bf,0
e60f3af8a9,1
817e6c9f9e,-1
2127a4541e,-1
49f7afd1a1,1
578cc3bc62,0
6dbdc36ff7,1
19ba033b51,1
9db5418b01,0
eca890080c,1
954291c48f,0
e0a3ab8cfc,0
35934b0673,1
66d19254c9,0
ded15a2409,0
a56ffbedd6,0
a93270225e,-1
1f53fca51b,-1
caf7b2592a,0
6a32389e3f,0
5566804c12,-1
ec998b9a87,-1
a720b0c399,0
4c06043fc4,0
226cf95349,0
0230774416,0
d78b524b55,0
93593d8b4c,-1
0be4a1acce,0
32ac5170a5,-1
13d5d33fa4,1
79bf773921,0
a284144025,1
c8ccbedf0c,-1
f58a9d6805,1
66e7863675,0
7877bdfb45,1
da294f793e,0
7864e5056c,0
ce05bf5dd0,1
84d5aa3fae,0
3ff2ca7a77,-1
171dc8fd01,0
7ceb31a28b,1
bcd1893b9f,0
20dfb7b667,-1
f15b945c49,0
40f4998f50,-1
1e3561f47e,0
79a01cfef0,1
e11049d2a5,0
ac1653ba6d,-1
4a62092fa4,0
f2a7fe8f5d,1
f064b6d8d2,1
cca7c2d75d,-1
85f2b5a1be,0
f862b97634,-1
acdb70ba14,0
2cf05dbae2,-1
d05df02b7b,0
140f375051,0
17a0e4995c,1
ff28196b92,0
8d6842b0a5,0
ee7883a399,0
0308ce0d82,-1
0c3dbd692f,0
e57b6a932e,0
cf863cd4c0,0
bb220c609a,1
fa6f60de23,0
8004a55866,-1
f163068ec5,-1
de075d0af4,0
bc10ab23ee,0
75ade18f38,0
fab8688cc4,1
5491a269d1,0
a2f75bf512,1
40572abcd1,0
bfac5f3dd3,-1
ef46bfb728,0
7cbf1844c9,1
d2aaa532c6,0
2a2fcca755,1
107209c985,0
3522dc6333,0
6e689049e0,0
0124694ddc,1
92ac1323a6,0
e9fc65fc58,-1
10ae68e638,-1
1fac790a50,0
f426eb58bc,-1
d5a70a1b50,1
746c60fe38,0
9d5249399d,0
0daabb03c0,0
f5c14f2efa,0
cfbb81ff26,0
0be40216ab,-1
636ea070e9,1
8070ffcc91,-1
4111c6407f,0
3638b6410f,0
9e6ce70934,0
7e5f7f81d3,0
02a4a81c4a,1
503cc55757,1
9b729793c8,0
6cd0f31027,-1
e670c015c4,0
bfa3b20089,0
f3c78039e6,-1
c2e5f6d78a,0
0c068ba050,0
7444f5ab07,0
374a21b209,0
09a1495ffd,1
79ecd37e80,0
c81c60e7fd,0
42c07b3c3f,1
3515730987,0
e0bbc101ca,1
c6888c95b6,1
9340411a36,-1
6f96ae7f3e,0
2730b04f38,1
688fdc81ce,0
df5fbae62e,1
82765c8bb2,0
19a5775105,0
1e0fddab4b,-1
5d5d2e1217,0
35c69785d1,0
2332225c0e,0
43d5fb90ea,1
2a2b1ea03f,0
139f10b7c9,-1
3559601be1,1
7ff83f5ad5,0
f005ca5a71,0
546d022d08,0
a69db5f84c,0
fa6219da7f,0
28218b9834,-1
e8d751704e,1
648bd1bcf5,-1
52a76536b1,0
1ea41175f3,0
9a941a052e,-1
e5bcb0768f,0
9c37dea400,0
73e4d7d135,1
214f81d733,0
c0e5054334,-1
24db8e9c5a,0
66740802e8,0
68c52d3a5b,-1
9fbf5d8078,0
cb97f1f165,-1
1fa3c23241,-1
8f11a1edf2,-1
7c483ba8ee,1
c91cb748f8,1
94e54846b4,0
5407d72b5c,-1
bd9ba894b4,1
29f27fcb45,-1
5cc7ff0098,1
488a3a08e1,-1
5ff7941ec0,-1
e7e79d806e,0
6a4ed92fe7,-1
b49ea7d1c2,0
63c1312ac7,-1
c3a4f6593e,1
638522b1b4,0
e343e4554c,1
af914fd221,0
17e6103729,0
daf8450be4,0
d591c59fae,0
c09234e27f,0
9d9a47795c,1
e625987062,0
1b7bde5a7c,1
4c79fd12f9,0
94065137e9,0
b5f20130d0,0
778e4fc544,1
3f35287515,0
ee31015dc7,1
9822de911e,-1
7b0d929f7c,0
37eb874297,-1
715d33d253,0
463d08c2b6,0
bd703999ad,0
728c35eb9d,-1
80eec92c44,0
354da96cb1,0
8b4327df2f,-1
c0bb299cf7,-1
1ccd260788,0
399fd22bea,1
18374964e8,0
006138377d,0
a846abcef7,-1
32acdbaa2d,1
4ebb564e8e,-1
252834a167,-1
3be19aa6bd,0
7a2190c6de,-1
dba567102d,0
ee9a34633e,0
e2229a4d7c,1
dbd219cbf7,1
e579f4f66b,0
49f2ac4738,1
f39e3ea68d,0
398bad8e1a,-1
414d90488c,1
cac1a8c2fe,1
beb2af0d47,-1
abd992a3b3,0
d3803a4068,1
1f0870b137,0
4294213015,0
ece674befc,-1
5317a3580a,-1
5dd8d3c08c,1
07cc8e5f3f,1
f154245168,0
31139c5f14,-1
b9bd90c196,0
7195fff9c7,0
35547f74ae,-1
72231b228b,1
0be6ff2519,-1
3d89c2dc35,-1
714daf92d0,-1
ba89a92276,1
91fadc0874,-1
f6cdfd5839,-1
087f02e9e5,0
f67eced7f7,0
85eedf7552,1
d338276bcb,0
4d067880fc,0
048afa7311,0
ee143fb8ea,1
ae9f387efc,0
9f105efdf6,1
e0f9785d8c,1
d0a31df531,1
d001da55ba,0
41f67a6073,-1
4442314e2f,0
6d0614aa46,-1
a3d5746493,0
1832d2d142,0
89ed43d3c5,-1
ebdf5434e9,-1
13c6d43307,0
9e5a02b7ec,-1
3047b3a852,1
eafcdbd4b6,-1
1037a5c010,1
08b9bd30a3,0
024d06afe5,0
994e70b5cf,-1
dd657b7d5b,0
d9fbfafe46,1
4fb25c5aa6,0
9d5ca07425,0
8dae0c6c8b,1
ebe7dbb709,1
1099633919,1
ef00e560b0,-1
c35dd917eb,1
7c29f8f1df,0
5ddda8b866,0
100dfa1c6c,0
9b57fa7fae,1
dfa6598452,0
ba5d582aaa,1
0f7d971d93,1
5bb84e6c69,1
4d3ccbe52f,1
6bbb65a341,0
9356ba6a0e,0
e0102d2a90,-1
58f82fa6b7,0
6adeb8b9c6,1
bca1eee90e,0
612a72340c,0
358fe1c33b,-1
abaa10bfc5,-1
